seconds_into_session,source,message_type,incoming_message,price,size,direction,Event_Type,Ask_Price_1,Bid_Price_1,Midprice,Ask_Prices,Ask_Sizes,Bid_Prices,Bid_Sizes,matched_bid_id,matched_ask_id,informed_trader_progress
42.343,NOISE_1,FILLED_ORDER,"1990,1,-1",1990,1,-1,0,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 25, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 8, 2, 6, 7, 2]",NOISE_1_77_0,NOISE_1_153_0,
42.392,NOISE_1,FILLED_ORDER,"1990,1,-1",1990,1,-1,0,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 25, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 8, 2, 6, 7, 2]",NOISE_1_90_0,NOISE_1_153_1,
42.446,NOISE_1,FILLED_ORDER,"1990,1,-1",1990,1,-1,0,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 25, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 8, 2, 6, 7, 2]",NOISE_1_100_0,NOISE_1_153_2,
42.52,NOISE_1,FILLED_ORDER,"1990,1,-1",1990,1,-1,0,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 25, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 8, 2, 6, 7, 2]",NOISE_1_128_0,NOISE_1_153_3,
43.396,NOISE_1,ADDED_ORDER,"1990,1,1",1990,1,1,1,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 25, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 2, 6, 7, 2]",,,
43.456,NOISE_1,ADDED_ORDER,"1988,1,1",1988,1,1,1,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 25, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 2, 7, 7, 2]",,,
43.513,NOISE_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 26, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 2, 7, 7, 2]",,,
43.571,NOISE_1,ADDED_ORDER,"1989,1,1",1989,1,1,1,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 26, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",,,
44.66,NOISE_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 27, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",,,
45.694,NOISE_1,ORDER_CANCELLED,"1996,-1,-1",1996,-1,-1,0,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 27, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",,,
45.757,NOISE_1,ORDER_CANCELLED,"1996,-1,-1",1996,-1,-1,0,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 27, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",,,
45.82,NOISE_1,ORDER_CANCELLED,"1989,-1,1",1989,-1,1,0,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 27, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",,,
45.878,NOISE_1,ORDER_CANCELLED,"1993,-1,-1",1993,-1,-1,0,1992,1999,1995.5,"[1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[11, 20, 22, 16, 27, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",,,
45.966,NOISE_1,ADDED_ORDER,"1989,1,-1",1989,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 20, 22, 16, 27, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",,,
46.015,NOISE_1,FILLED_ORDER,"1990,1,-1",1990,1,-1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 20, 22, 16, 27, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",NOISE_1_135_0,NOISE_1_159_0,
46.069,NOISE_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 20, 22, 16, 28, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",,,
46.12,NOISE_1,FILLED_ORDER,"1990,1,-1",1990,1,-1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 20, 22, 16, 28, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",NOISE_1_154_0,NOISE_1_159_1,
46.166,NOISE_1,FILLED_ORDER,"1989,1,-1",1989,1,-1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 20, 22, 16, 28, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",NOISE_1_88_0,NOISE_1_160_0,
46.219,NOISE_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 20, 22, 16, 29, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",,,
46.278,NOISE_1,ADDED_ORDER,"1996,1,-1",1996,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 20, 22, 16, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",,,
46.342,NOISE_1,ADDED_ORDER,"1995,1,-1",1995,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 20, 22, 17, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 7, 7, 2]",,,
46.401,NOISE_1,ADDED_ORDER,"1988,1,1",1988,1,1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 20, 22, 17, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 8, 7, 2]",,,
46.49,NOISE_1,FILLED_ORDER,"1990,1,1",1990,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 20, 22, 17, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 8, 7, 2]",NOISE_1_164_0,NOISE_1_160_1,
47.434,NOISE_1,ADDED_ORDER,"1993,1,-1",1993,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 21, 22, 17, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 8, 7, 2]",,,
47.489,NOISE_1,ADDED_ORDER,"1986,1,1",1986,1,1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 21, 22, 17, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 8, 7, 3]",,,
47.549,NOISE_1,ADDED_ORDER,"1986,1,1",1986,1,1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 21, 22, 17, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 8, 7, 4]",,,
47.616,NOISE_1,ADDED_ORDER,"1993,1,-1",1993,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 22, 22, 17, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 8, 7, 4]",,,
47.683,NOISE_1,ADDED_ORDER,"1988,1,1",1988,1,1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 22, 22, 17, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 9, 7, 4]",,,
47.738,NOISE_1,ADDED_ORDER,"1993,1,-1",1993,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 23, 22, 17, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 9, 7, 4]",,,
47.813,NOISE_1,ADDED_ORDER,"1988,1,1",1988,1,1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 23, 22, 17, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 10, 7, 4]",,,
47.906,NOISE_1,ADDED_ORDER,"1995,1,-1",1995,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 23, 22, 18, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 3, 10, 7, 4]",,,
47.955,NOISE_1,ADDED_ORDER,"1989,1,1",1989,1,1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 23, 22, 18, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 4]",,,
48.01,NOISE_1,ADDED_ORDER,"1995,1,-1",1995,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 11, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 4]",,,
48.06,NOISE_1,ADDED_ORDER,"1992,1,-1",1992,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 12, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 4]",,,
48.117,NOISE_1,ADDED_ORDER,"1986,1,1",1986,1,1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 12, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 5]",,,
48.17,NOISE_1,ADDED_ORDER,"1992,1,-1",1992,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 13, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 5]",,,
48.224,NOISE_1,ADDED_ORDER,"1986,1,1",1986,1,1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 13, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",,,
48.288,NOISE_1,ADDED_ORDER,"1992,1,-1",1992,1,-1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",,,
49.328,NOISE_1,FILLED_ORDER,"1992,1,1",1992,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",NOISE_1_182_0,NOISE_1_141_0,
49.376,NOISE_1,FILLED_ORDER,"1992,1,1",1992,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",NOISE_1_182_1,NOISE_1_177_0,
50.32,NOISE_1,FILLED_ORDER,"1992,1,1",1992,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",NOISE_1_183_0,NOISE_1_179_0,
50.376,NOISE_1,FILLED_ORDER,"1992,1,1",1992,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",NOISE_1_183_1,NOISE_1_181_0,
50.437,NOISE_1,FILLED_ORDER,"1993,1,1",1993,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",NOISE_1_184_0,NOISE_1_147_0,
50.499,NOISE_1,FILLED_ORDER,"1993,1,1",1993,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",NOISE_1_184_1,NOISE_1_167_0,
50.585,NOISE_1,FILLED_ORDER,"1993,1,1",1993,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",NOISE_1_184_2,NOISE_1_170_0,
50.659,NOISE_1,FILLED_ORDER,"1993,1,1",1993,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",NOISE_1_184_3,NOISE_1_172_0,
50.711,NOISE_1,FILLED_ORDER,"1994,1,1",1994,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",NOISE_1_185_0,NOISE_1_124_0,
50.768,NOISE_1,FILLED_ORDER,"1994,1,1",1994,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",NOISE_1_185_1,NOISE_1_127_0,
50.816,NOISE_1,FILLED_ORDER,"1994,1,1",1994,1,1,0,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 10, 7, 6]",NOISE_1_185_2,NOISE_1_142_0,
51.604,NOISE_1,ADDED_ORDER,"1988,1,1",1988,1,1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 9, 4, 11, 7, 6]",,,
51.654,NOISE_1,ADDED_ORDER,"1990,1,1",1990,1,1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 10, 4, 11, 7, 6]",,,
51.706,NOISE_1,ADDED_ORDER,"1988,1,1",1988,1,1,1,1989,1999,1994.0,"[1989, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005]","[1, 14, 23, 22, 19, 30, 25, 16, 18, 21, 23, 17, 9, 4, 4]","[1999, 1998, 1997, 1996, 1995, 1994, 1993, 1992, 1991, 1990, 1989, 1988, 1987, 1986]","[5, 6, 5, 11, 8, 8, 4, 2, 8, 10, 4, 12, 7, 6]",,,
